analysis_id,method_id,method,region,metric,legacy_window_value,corrected_absolute_value,absolute_change,correction_reason,verification
A01,pressure_only_physics,Pressure only + physics,other,phase_deg,36.29854321019235,19.66957343150897,-16.62896977868338,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A01,pressure_only_physics,Pressure only + physics,whole-domain,rel_L2,0.9982590529322466,0.9979354426488796,-0.00032361028336702624,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A01,pressure_only_physics,Pressure only + physics,whole-domain,phase_deg,28.495466785616827,11.866497006933434,-16.62896977868339,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),far-core,rel_L2,0.9923024092308346,0.9943267660194628,0.002024356788628223,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),far-core,phase_deg,-22.557431678230728,-39.18640145691407,-16.62896977868334,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),far-wake,rel_L2,0.9935347214724416,0.9952997344838748,0.0017650130114331697,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),far-wake,phase_deg,-18.71545798350121,-35.34442776218461,-16.6289697786834,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),near-cylinder,rel_L2,0.7088253723176767,0.7170683526210702,0.008242980303393432,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),near-cylinder,phase_deg,4.6640145128468475,-11.964955265836505,-16.628969778683352,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),near-wake,rel_L2,1.059532012738164,1.047032091526815,-0.012499921211349019,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),near-wake,phase_deg,140.31902767891233,123.69005790022896,-16.62896977868337,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),other,rel_L2,3.489264177980178,3.559684147802702,0.07041996982252385,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),other,phase_deg,-57.23543800568871,-73.86440778437205,-16.62896977868334,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),whole-domain,rel_L2,1.0133620664521366,1.0105679702855446,-0.002794096166591986,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_16_taps,Pressure only + physics (16 taps),whole-domain,phase_deg,104.71736128331838,88.08839150463504,-16.62896977868334,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),far-core,rel_L2,0.9974424410827328,0.9971765558242203,-0.00026588525851256595,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),far-core,phase_deg,25.877405514357235,9.24843573567387,-16.628969778683366,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),far-wake,rel_L2,0.9975692708101321,0.9972479234891308,-0.00032134732100130847,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),far-wake,phase_deg,29.554766401013126,12.92579662232975,-16.628969778683377,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),near-cylinder,rel_L2,0.9109855202529992,0.9406295331124092,0.029644012859409985,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),near-cylinder,phase_deg,-35.322581399189914,-51.951551177873284,-16.62896977868337,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),near-wake,rel_L2,1.0027584617838683,1.001504336694003,-0.0012541250898652212,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),near-wake,phase_deg,107.56324823465667,90.93427845597331,-16.628969778683356,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),other,rel_L2,1.0429656925989714,0.9241842531271137,-0.11878143947185771,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),other,phase_deg,36.29854321019235,19.66957343150897,-16.62896977868338,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),whole-domain,rel_L2,0.9982590529322466,0.9979354426488796,-0.00032361028336702624,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_32_taps,Pressure only + physics (32 taps),whole-domain,phase_deg,28.495466785616827,11.866497006933434,-16.62896977868339,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),far-core,rel_L2,0.9922809120688582,0.9942656977931674,0.001984785724309268,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),far-core,phase_deg,-26.823748808079586,-43.452718586762934,-16.62896977868335,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),far-wake,rel_L2,0.9928936131368978,0.9946944747785285,0.0018008616416306245,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),far-wake,phase_deg,-23.523212715933823,-40.15218249461722,-16.6289697786834,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),near-cylinder,rel_L2,0.7708745586961541,0.7945251197241162,0.023650561027962147,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),near-cylinder,phase_deg,-6.4313990968380494,-23.060368875521437,-16.628969778683388,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),near-wake,rel_L2,1.044417374821917,1.035604507245047,-0.008812867576869943,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),near-wake,phase_deg,144.08291082625072,127.45394104756735,-16.62896977868337,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),other,rel_L2,2.5732646628964906,2.629865743839027,0.05660108094253635,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),other,phase_deg,-45.857372857619566,-62.48634263630295,-16.628969778683384,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),whole-domain,rel_L2,1.007830545282122,1.0064151531391878,-0.0014153921429340688,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A02,pressure_only_physics_8_taps,Pressure only + physics (8 taps),whole-domain,phase_deg,105.46742715855231,88.83845737986894,-16.62896977868337,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),far-core,rel_L2,0.9974424410827328,0.9971765558242203,-0.00026588525851256595,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),far-core,phase_deg,25.877405514357235,9.24843573567387,-16.628969778683366,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),far-wake,rel_L2,0.9975692708101321,0.9972479234891308,-0.00032134732100130847,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),far-wake,phase_deg,29.554766401013126,12.92579662232975,-16.628969778683377,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),near-cylinder,rel_L2,0.9109855202529992,0.9406295331124092,0.029644012859409985,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),near-cylinder,phase_deg,-35.322581399189914,-51.951551177873284,-16.62896977868337,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),near-wake,rel_L2,1.0027584617838683,1.001504336694003,-0.0012541250898652212,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),near-wake,phase_deg,107.56324823465667,90.93427845597331,-16.628969778683356,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),other,rel_L2,1.0429656925989714,0.9241842531271137,-0.11878143947185771,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),other,phase_deg,36.29854321019235,19.66957343150897,-16.62896977868338,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),whole-domain,rel_L2,0.9982590529322466,0.9979354426488796,-0.00032361028336702624,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,uniform_collocation,Pressure only + physics (uniform collocation),whole-domain,phase_deg,28.495466785616827,11.866497006933434,-16.62896977868339,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),far-core,rel_L2,1.0062138013440256,1.0075702869459715,0.0013564856019459004,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),far-core,phase_deg,-2.129118626939942,-18.758088405623337,-16.628969778683395,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),far-wake,rel_L2,1.0175307877520423,1.0178448179509059,0.00031403019886355743,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),far-wake,phase_deg,5.773514591966659,-10.855455186716705,-16.628969778683363,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),near-cylinder,rel_L2,0.5063656730715594,0.4257726425799951,-0.08059303049156435,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),near-cylinder,phase_deg,19.806439481804603,3.177469703121223,-16.62896977868338,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),near-wake,rel_L2,1.1325452694976124,1.1072689210327855,-0.025276348464826848,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),near-wake,phase_deg,136.19182535862046,119.56285557993706,-16.6289697786834,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),other,rel_L2,7.96354816678183,8.054630132157332,0.09108196537550128,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),other,phase_deg,-71.25118201616397,-87.88015179484735,-16.628969778683384,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),whole-domain,rel_L2,1.0581457544918922,1.0496650059090127,-0.008480748582879505,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_grid_collocation,Pressure only + physics (wake-biased grid),whole-domain,phase_deg,97.68730612327766,81.0583363445943,-16.62896977868337,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),far-core,rel_L2,1.0155582520125348,1.016133414138109,0.0005751621255742911,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),far-core,phase_deg,4.272266183379543,-12.356703595303843,-16.628969778683384,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),far-wake,rel_L2,1.031218439602562,1.0307008040564178,-0.0005176355461442572,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),far-wake,phase_deg,12.192257848842416,-4.436711929840976,-16.62896977868339,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),near-cylinder,rel_L2,0.5039016273014478,0.4215459636267085,-0.08235566367473934,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),near-cylinder,phase_deg,19.750295796591047,3.1213260179076907,-16.628969778683356,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),near-wake,rel_L2,1.1559147443217652,1.1308101933711299,-0.02510455095063535,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),near-wake,phase_deg,141.062254427771,124.43328464908765,-16.62896977868334,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),other,rel_L2,7.954673291655136,8.047135951213212,0.09246265955807598,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),other,phase_deg,-69.30495821258398,-85.93392799126732,-16.62896977868334,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),whole-domain,rel_L2,1.0748573783250204,1.0658499042947145,-0.009007474030305884,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
A03,wake_biased_random_collocation,Pressure only + physics (wake-biased random),whole-domain,phase_deg,103.17428687784235,86.54531709915899,-16.628969778683356,CFD coefficient rotated to the absolute-time convention used by the direct ModalPINN mode,recomputed from saved checkpoint; amplitude ratio and correlation unchanged
